"code","name","station","cogs","resource_type","resource_code","resource_name","resource_unit","conversion","item_code","item_name","qty"
"AM-R","Caff� Americano Ice R","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.0095
"AM-R","Caff� Americano Ice R","Bar",0,"ingridient","BB-09-001","Air","LITER","19 Liter","DA-06-00005-01","Air Cleo Galon",0.052834
"AM-R","Caff� Americano Ice R","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"AM-R","Caff� Americano Ice R","Bar",0,"package","PA-04-003","Cup PP SA 12 oz","PCS","1200 Pcs","PA-01-00001-01","Cup PP SA 12 oz Hansupack",1
"AM-R","Caff� Americano Ice R","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"AM-R","Caff� Americano Ice R","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"AM-L","Caff� Americano Ice L","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.01267
"AM-L","Caff� Americano Ice L","Bar",0,"ingridient","BB-09-001","Air","LITER","19 Liter","DA-06-00005-01","Air Cleo Galon",0.052834
"AM-L","Caff� Americano Ice L","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"AM-L","Caff� Americano Ice L","Bar",0,"package","PA-04-002","Cup PP SA 16 oz","PCS","1200 Pcs","PA-01-00002-01","Cup PP SA 16 oz Hansupack",1
"AM-L","Caff� Americano Ice L","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"AM-L","Caff� Americano Ice L","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"AM-H","Caff� Americano Hot","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.0095
"AM-H","Caff� Americano Hot","Bar",0,"ingridient","BB-09-001","Air","LITER","19 Liter","DA-06-00005-01","Air Cleo Galon",0.052834
"AM-H","Caff� Americano Hot","Bar",0,"package","PA-04-001","Cup Hot + Lid 12 oz","PCS","1000 Pcs","PA-01-00006-01","Paper Cup Hot + Lid 12 oz Hansupack",1
"AM-H","Caff� Americano Hot","Bar",0,"package","PA-04-006","Sedotan Ungu Pipih","PCS","200 Pcs","PA-01-00003-01","Sedotan Pipih Ungu Hansupack",1
"KSN-R","Es Kopi Susu Nakoa R","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.0095
"KSN-R","Es Kopi Susu Nakoa R","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.12
"KSN-R","Es Kopi Susu Nakoa R","Bar",0,"ingridient","BB-04-001","SKM","KG","0.495 Kg","DA-01-00006-01","Krimer Carnation Putih Kaleng 495 Gram",0.6
"KSN-R","Es Kopi Susu Nakoa R","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"KSN-R","Es Kopi Susu Nakoa R","Bar",0,"package","PA-04-003","Cup PP SA 12 oz","PCS","1200 Pcs","PA-01-00001-01","Cup PP SA 12 oz Hansupack",1
"KSN-R","Es Kopi Susu Nakoa R","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"KSN-R","Es Kopi Susu Nakoa R","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"KSA-R","Kopi Susu Gula Aren Ice R","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.01425
"KSA-R","Kopi Susu Gula Aren Ice R","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.0627
"KSA-R","Kopi Susu Gula Aren Ice R","Bar",0,"ingridient","BB-03-001","Susu Evaporasi","KG","0.43 Kg","DA-01-00002-01","Susu Evaporasi F&N Kaleng 430 Gram",0.11
"KSA-R","Kopi Susu Gula Aren Ice R","Bar",0,"ingridient","BB-13-001","Powder Aren","KG","0.8 Kg","PO-02-00008-01","Powder Frappe Organic Aren Sugar Toffin Pack 1 Kg",0.01875
"KSA-R","Kopi Susu Gula Aren Ice R","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"KSA-R","Kopi Susu Gula Aren Ice R","Bar",0,"package","PA-04-003","Cup PP SA 12 oz","PCS","1200 Pcs","PA-01-00001-01","Cup PP SA 12 oz Hansupack",1
"KSA-R","Kopi Susu Gula Aren Ice R","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"KSA-R","Kopi Susu Gula Aren Ice R","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"KSA-L","Kopi Susu Gula Aren Ice L","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.01267
"KSA-L","Kopi Susu Gula Aren Ice L","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.0855
"KSA-L","Kopi Susu Gula Aren Ice L","Bar",0,"ingridient","BB-03-001","Susu Evaporasi","KG","0.43 Kg","DA-01-00002-01","Susu Evaporasi F&N Kaleng 430 Gram",0.15
"KSA-L","Kopi Susu Gula Aren Ice L","Bar",0,"ingridient","BB-13-001","Powder Aren","KG","0.8 Kg","PO-02-00008-01","Powder Frappe Organic Aren Sugar Toffin Pack 1 Kg",0.025
"KSA-L","Kopi Susu Gula Aren Ice L","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"KSA-L","Kopi Susu Gula Aren Ice L","Bar",0,"package","PA-04-002","Cup PP SA 16 oz","PCS","1200 Pcs","PA-01-00002-01","Cup PP SA 16 oz Hansupack",1
"KSA-L","Kopi Susu Gula Aren Ice L","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"KSA-L","Kopi Susu Gula Aren Ice L","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"CM-R","Caramel Macchiato Ice R","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.01425
"CM-R","Caramel Macchiato Ice R","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.057
"CM-R","Caramel Macchiato Ice R","Bar",0,"ingridient","BB-03-001","Susu Evaporasi","KG","0.43 Kg","DA-01-00002-01","Susu Evaporasi F&N Kaleng 430 Gram",0.1
"CM-R","Caramel Macchiato Ice R","Bar",0,"ingridient","BB-17-001","Sauce Caramel","LITER","2 Liter","SY-01-000001-01","Sauce Caramel Toffin Botol 1.8 Kg",0.008333
"CM-R","Caramel Macchiato Ice R","Bar",0,"ingridient","BB-07-010","Powder Coffee Caramel","KG","2 Kg","PO-02-00001-01","Powder Caffe Caramello Toffin Pack 800 Gram",0.01875
"CM-R","Caramel Macchiato Ice R","Bar",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.013333
"CM-R","Caramel Macchiato Ice R","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"CM-R","Caramel Macchiato Ice R","Bar",0,"package","PA-04-003","Cup PP SA 12 oz","PCS","1200 Pcs","PA-01-00001-01","Cup PP SA 12 oz Hansupack",1
"CM-R","Caramel Macchiato Ice R","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"CM-R","Caramel Macchiato Ice R","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"CM-L","Caramel Macchiato Ice L","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.01267
"CM-L","Caramel Macchiato Ice L","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.0684
"CM-L","Caramel Macchiato Ice L","Bar",0,"ingridient","BB-03-001","Susu Evaporasi","KG","0.43 Kg","DA-01-00002-01","Susu Evaporasi F&N Kaleng 430 Gram",0.12
"CM-L","Caramel Macchiato Ice L","Bar",0,"ingridient","BB-17-001","Sauce Caramel","LITER","2 Liter","SY-01-000001-01","Sauce Caramel Toffin Botol 1.8 Kg",0.011111
"CM-L","Caramel Macchiato Ice L","Bar",0,"ingridient","BB-07-010","Powder Coffee Caramel","KG","2 Kg","PO-02-00001-01","Powder Caffe Caramello Toffin Pack 800 Gram",0.025
"CM-L","Caramel Macchiato Ice L","Bar",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.026667
"CM-L","Caramel Macchiato Ice L","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"CM-L","Caramel Macchiato Ice L","Bar",0,"package","PA-04-002","Cup PP SA 16 oz","PCS","1200 Pcs","PA-01-00002-01","Cup PP SA 16 oz Hansupack",1
"CM-L","Caramel Macchiato Ice L","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"CM-L","Caramel Macchiato Ice L","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"LAD-R","Asian Dolce Latte Ice R","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.0095
"LAD-R","Asian Dolce Latte Ice R","Bar",0,"ingridient","BB-04-001","SKM","KG","0.495 Kg","DA-01-00006-01","Krimer Carnation Putih Kaleng 495 Gram",0.060606
"LAD-R","Asian Dolce Latte Ice R","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",6.666667
"LAD-R","Asian Dolce Latte Ice R","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"LAD-R","Asian Dolce Latte Ice R","Bar",0,"package","PA-04-003","Cup PP SA 12 oz","PCS","1200 Pcs","PA-01-00001-01","Cup PP SA 12 oz Hansupack",1
"LAD-R","Asian Dolce Latte Ice R","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"LAD-R","Asian Dolce Latte Ice R","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"LAD-L","Asian Dolce Latte Ice L","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.01425
"LAD-L","Asian Dolce Latte Ice L","Bar",0,"ingridient","BB-04-001","SKM","KG","0.495 Kg","DA-01-00006-01","Krimer Carnation Putih Kaleng 495 Gram",0.10101
"LAD-L","Asian Dolce Latte Ice L","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.18
"LAD-L","Asian Dolce Latte Ice L","Bar",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"LAD-L","Asian Dolce Latte Ice L","Bar",0,"package","PA-04-002","Cup PP SA 16 oz","PCS","1200 Pcs","PA-01-00002-01","Cup PP SA 16 oz Hansupack",1
"LAD-L","Asian Dolce Latte Ice L","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"LAD-L","Asian Dolce Latte Ice L","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"LAD-H","Asian Dolce Latte Hot","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.01267
"LAD-H","Asian Dolce Latte Hot","Bar",0,"ingridient","BB-04-001","SKM","KG","0.495 Kg","DA-01-00006-01","Krimer Carnation Putih Kaleng 495 Gram",0.10101
"LAD-H","Asian Dolce Latte Hot","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.2
"LAD-H","Asian Dolce Latte Hot","Bar",0,"package","PA-04-002","Cup PP SA 16 oz","PCS","1200 Pcs","PA-01-00002-01","Cup PP SA 16 oz Hansupack",1
"LAD-H","Asian Dolce Latte Hot","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"LAD-H","Asian Dolce Latte Hot","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"LV-R","Vanilla Latte Ice R","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.0095
"LV-R","Vanilla Latte Ice R","Bar",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.013333
"LV-R","Vanilla Latte Ice R","Bar",0,"ingridient","BB-11-001","Sirup Vanilla","LITER","1 Liter","SI-02-000001-01","Sirup Vanilla Drip Syrup Botol 760 Ml",0.026316
"LV-R","Vanilla Latte Ice R","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.057
"LV-R","Vanilla Latte Ice R","Bar",0,"ingridient","BB-03-001","Susu Evaporasi","KG","0.43 Kg","DA-01-00002-01","Susu Evaporasi F&N Kaleng 430 Gram",0.1
"LV-R","Vanilla Latte Ice R","Bar",0,"package","PA-04-003","Cup PP SA 12 oz","PCS","1200 Pcs","PA-01-00001-01","Cup PP SA 12 oz Hansupack",1
"LV-R","Vanilla Latte Ice R","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"LV-R","Vanilla Latte Ice R","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"LV-L","Vanilla Latte Ice L","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.01267
"LV-L","Vanilla Latte Ice L","Bar",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.02
"LV-L","Vanilla Latte Ice L","Bar",0,"ingridient","BB-11-001","Sirup Vanilla","LITER","1 Liter","SI-02-000001-01","Sirup Vanilla Drip Syrup Botol 760 Ml",0.039474
"LV-L","Vanilla Latte Ice L","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.0741
"LV-L","Vanilla Latte Ice L","Bar",0,"ingridient","BB-03-001","Susu Evaporasi","KG","0.43 Kg","DA-01-00002-01","Susu Evaporasi F&N Kaleng 430 Gram",0.13
"LV-L","Vanilla Latte Ice L","Bar",0,"package","PA-04-002","Cup PP SA 16 oz","PCS","1200 Pcs","PA-01-00002-01","Cup PP SA 16 oz Hansupack",1
"LV-L","Vanilla Latte Ice L","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"LV-L","Vanilla Latte Ice L","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"LV-H","Vanilla Latte Hot","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.0095
"LV-H","Vanilla Latte Hot","Bar",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.006667
"LV-H","Vanilla Latte Hot","Bar",0,"ingridient","BB-11-001","Sirup Vanilla","LITER","1 Liter","SI-02-000001-01","Sirup Vanilla Drip Syrup Botol 760 Ml",0.039474
"LV-H","Vanilla Latte Hot","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.114
"LV-H","Vanilla Latte Hot","Bar",0,"ingridient","BB-03-001","Susu Evaporasi","KG","0.43 Kg","DA-01-00002-01","Susu Evaporasi F&N Kaleng 430 Gram",0.2
"LV-H","Vanilla Latte Hot","Bar",0,"package","PA-05-001","Cup Hot + Lid 8 oz","PCS","1000 Pcs","PA-01-00005-01","Paper Cup Hot + Lid 8 oz Hansupack",1
"LV-H","Vanilla Latte Hot","Bar",0,"package","PA-04-006","Sedotan Ungu Pipih","PCS","200 Pcs","PA-01-00003-01","Sedotan Pipih Ungu Hansupack",1
"LC-R","Caramel Latte Ice R","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.0095
"LC-R","Caramel Latte Ice R","Bar",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.013333
"LC-R","Caramel Latte Ice R","Bar",0,"ingridient","BB-12-002","Sirup Caramel","LITER","0.76 LITER","SI-02-000003-01","Sirup Caramel Drip Botol 760 Ml",0.026316
"LC-R","Caramel Latte Ice R","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.057
"LC-R","Caramel Latte Ice R","Bar",0,"ingridient","BB-03-001","Susu Evaporasi","KG","0.43 Kg","DA-01-00002-01","Susu Evaporasi F&N Kaleng 430 Gram",0.1
"LC-R","Caramel Latte Ice R","Bar",0,"package","PA-04-003","Cup PP SA 12 oz","PCS","1200 Pcs","PA-01-00001-01","Cup PP SA 12 oz Hansupack",1
"LC-R","Caramel Latte Ice R","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"LC-R","Caramel Latte Ice R","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"LC-L","Caramel Latte Ice L","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.01267
"LC-L","Caramel Latte Ice L","Bar",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.02
"LC-L","Caramel Latte Ice L","Bar",0,"ingridient","BB-12-002","Sirup Caramel","LITER","0.76 LITER","SI-02-000003-01","Sirup Caramel Drip Botol 760 Ml",0.039474
"LC-L","Caramel Latte Ice L","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.0741
"LC-L","Caramel Latte Ice L","Bar",0,"ingridient","BB-03-001","Susu Evaporasi","KG","0.43 Kg","DA-01-00002-01","Susu Evaporasi F&N Kaleng 430 Gram",0.13
"LC-L","Caramel Latte Ice L","Bar",0,"package","PA-04-002","Cup PP SA 16 oz","PCS","1200 Pcs","PA-01-00002-01","Cup PP SA 16 oz Hansupack",1
"LC-L","Caramel Latte Ice L","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"LC-L","Caramel Latte Ice L","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"LC-H","Caramel Latte Hot","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.0095
"LC-H","Caramel Latte Hot","Bar",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.006667
"LC-H","Caramel Latte Hot","Bar",0,"ingridient","BB-12-002","Sirup Caramel","LITER","0.76 LITER","SI-02-000003-01","Sirup Caramel Drip Botol 760 Ml",0.039474
"LC-H","Caramel Latte Hot","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.114
"LC-H","Caramel Latte Hot","Bar",0,"ingridient","BB-03-001","Susu Evaporasi","KG","0.43 Kg","DA-01-00002-01","Susu Evaporasi F&N Kaleng 430 Gram",0.2
"LC-H","Caramel Latte Hot","Bar",0,"package","PA-05-001","Cup Hot + Lid 8 oz","PCS","1000 Pcs","PA-01-00005-01","Paper Cup Hot + Lid 8 oz Hansupack",1
"LC-H","Caramel Latte Hot","Bar",0,"package","PA-04-006","Sedotan Ungu Pipih","PCS","200 Pcs","PA-01-00003-01","Sedotan Pipih Ungu Hansupack",1
"LH-R","Hazelnut Latte Ice R","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.0095
"LH-R","Hazelnut Latte Ice R","Bar",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.013333
"LH-R","Hazelnut Latte Ice R","Bar",0,"ingridient","BB-12-001","Sirup Hazelnut","LITER","0.76 LITER","SI-02-000002-01","Sirup Hazelnut Drip Syrup Botol 760 Ml",0.026316
"LH-R","Hazelnut Latte Ice R","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.057
"LH-R","Hazelnut Latte Ice R","Bar",0,"ingridient","BB-03-001","Susu Evaporasi","KG","0.43 Kg","DA-01-00002-01","Susu Evaporasi F&N Kaleng 430 Gram",0.1
"LH-R","Hazelnut Latte Ice R","Bar",0,"package","PA-04-003","Cup PP SA 12 oz","PCS","1200 Pcs","PA-01-00001-01","Cup PP SA 12 oz Hansupack",1
"LH-R","Hazelnut Latte Ice R","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"LH-R","Hazelnut Latte Ice R","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"LH-L","Hazelnut Latte Ice L","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.01267
"LH-L","Hazelnut Latte Ice L","Bar",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.02
"LH-L","Hazelnut Latte Ice L","Bar",0,"ingridient","BB-12-001","Sirup Hazelnut","LITER","0.76 LITER","SI-02-000002-01","Sirup Hazelnut Drip Syrup Botol 760 Ml",0.039474
"LH-L","Hazelnut Latte Ice L","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.0741
"LH-L","Hazelnut Latte Ice L","Bar",0,"ingridient","BB-03-001","Susu Evaporasi","KG","0.43 Kg","DA-01-00002-01","Susu Evaporasi F&N Kaleng 430 Gram",0.13
"LH-L","Hazelnut Latte Ice L","Bar",0,"package","PA-04-002","Cup PP SA 16 oz","PCS","1200 Pcs","PA-01-00002-01","Cup PP SA 16 oz Hansupack",1
"LH-L","Hazelnut Latte Ice L","Bar",0,"package","PA-06-001","Plastik Cup Sealer","M","150 M","PA-01-00010-01","Plastik Cup Sealer Roll 150 M",0.0013
"LH-L","Hazelnut Latte Ice L","Bar",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"LH-H","Hazelnut Latte Hot","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.0095
"LH-H","Hazelnut Latte Hot","Bar",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.006667
"LH-H","Hazelnut Latte Hot","Bar",0,"ingridient","BB-12-001","Sirup Hazelnut","LITER","0.76 LITER","SI-02-000002-01","Sirup Hazelnut Drip Syrup Botol 760 Ml",0.039474
"LH-H","Hazelnut Latte Hot","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.114
"LH-H","Hazelnut Latte Hot","Bar",0,"ingridient","BB-03-001","Susu Evaporasi","KG","0.43 Kg","DA-01-00002-01","Susu Evaporasi F&N Kaleng 430 Gram",0.2
"LH-H","Hazelnut Latte Hot","Bar",0,"package","PA-05-001","Cup Hot + Lid 8 oz","PCS","1000 Pcs","PA-01-00005-01","Paper Cup Hot + Lid 8 oz Hansupack",1
"LH-H","Hazelnut Latte Hot","Bar",0,"package","PA-04-006","Sedotan Ungu Pipih","PCS","200 Pcs","PA-01-00003-01","Sedotan Pipih Ungu Hansupack",1
"L-R","Caff� Latte Ice R","Bar",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.0095
"L-R","Caff� Latte Ice R","Bar",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.12
